Customer_ID,Age,Annual_Income_k$,Total_Spend_k$,Purchase_Frequency_Per_Month,Transaction_Amount,Login_Attempts,Is_Fraud
2226,41,137,9,10,834.7856108796801,2,0
2227,69,57,17,1,1570.6303312248986,4,1
2228,32,41,2,6,1824.5753510256234,5,1
2229,46,46,24,9,1426.6491168062496,5,1
2230,25,92,5,8,848.4507694283799,3,0
2231,22,135,16,3,136.25153282276838,1,0
2232,46,30,7,4,1620.3453894358724,3,0
2233,64,113,1,3,1905.7220318873083,1,0
2234,21,61,12,6,728.114204158703,3,0
2235,29,45,21,14,308.05257172293454,3,0
2236,62,18,11,9,656.3751597437587,5,0
2237,19,31,12,8,1167.3316045656013,1,0
2238,44,53,19,13,637.2733615480612,2,0
2239,48,62,12,10,1223.184366741726,2,0
2240,68,53,12,4,1933.870203328038,3,0
2241,68,146,14,2,1343.1153141488267,3,0
2242,53,44,2,13,728.5054357398152,5,0
2243,53,36,2,8,1871.8271780857121,1,0
2244,43,80,4,8,1133.4423610587821,3,0
2245,60,122,20,14,261.1029350724705,2,0
2246,44,26,23,12,1000.4671053615542,1,0
2247,22,50,16,11,1309.0047075955495,3,0
2248,37,32,10,6,1677.3174598043934,1,0
2249,28,104,13,14,1873.2711894817564,5,1
2250,27,15,2,8,638.2451867641885,2,0
2251,57,141,3,9,315.2471663376784,1,0
2252,55,104,19,13,152.28814117679542,2,0
2253,23,101,6,1,1478.0174324030243,3,0
2254,25,104,19,9,1591.3407141672867,4,1
2255,40,148,21,2,821.6993882216929,1,0
2256,64,84,20,14,794.8711873113899,2,0
2257,43,58,19,13,1908.7028781509907,1,0
2258,63,100,8,1,1833.7792435352533,3,0
2259,60,33,14,8,470.36547432450124,3,0
2260,29,115,10,8,1562.7112572608655,2,0
2261,43,109,3,11,1247.2872904847154,5,1
2262,30,115,6,4,312.67436454368163,1,0
2263,57,44,15,8,716.7582389376879,1,0
2264,35,47,23,7,359.0585179084275,3,0
2265,42,26,23,13,593.8362974495681,1,0
2266,50,132,18,2,1232.5258456678366,2,0
2267,64,108,14,5,753.6546147316622,4,0
2268,57,90,19,14,791.1487420725351,3,0
2269,60,43,10,10,1081.5963487712936,4,0
2270,29,131,15,4,179.0121569892369,1,0
2271,61,29,4,3,1478.9005932495827,5,1
2272,53,16,23,1,806.4105191596134,2,0
2273,65,131,2,5,963.3921909636288,1,0
2274,21,32,3,10,1948.7279590649903,2,0
2275,22,17,7,8,692.0119421949167,1,0
2276,54,149,23,12,1298.1967772679811,1,0
2277,25,122,16,9,788.0461130051424,1,0
2278,59,109,10,7,1789.0940237739378,3,0
2279,66,136,19,12,1694.2787526551037,4,1
2280,45,25,17,11,487.0404221659567,5,0
2281,48,82,19,1,1385.0326966587465,4,1
2282,26,137,5,1,135.01813181492798,4,0
2283,68,127,23,1,1926.5548521121307,2,0
2284,46,112,20,2,701.2352654882443,3,0
2285,31,107,13,1,1664.5263313066102,3,0
2286,57,36,13,4,640.2705753242333,1,0
2287,58,141,11,10,1267.3776286877596,4,1
2288,39,148,11,9,1967.2636300087418,5,1
2289,28,39,16,12,1754.1159769476023,2,0
2290,40,99,15,4,324.92999026029025,3,0
2291,18,69,17,13,1097.2394241331951,1,0
2292,63,109,22,4,700.3209053188069,5,0
2293,54,133,18,7,871.5060090383421,4,0
2294,38,23,19,14,673.6903427914433,5,1
2295,43,56,4,11,675.2387001500488,3,0
2296,63,67,22,9,1087.3937213343397,2,0
2297,53,88,22,7,387.9681982006894,4,0
2298,40,53,23,1,1077.1038733405626,2,0
2299,18,136,5,1,561.5360472106104,5,0
2300,68,29,7,4,581.5208939623902,5,0
2301,57,137,2,4,1478.8023179260674,1,0
2302,32,125,1,1,64.03923910207189,4,0
2303,38,145,12,6,764.9867965342452,5,0
2304,64,97,10,10,818.0310884065219,3,0
2305,26,24,8,2,972.7947287377547,3,0
2306,26,106,1,11,1339.6769943354295,2,0
2307,27,43,12,5,742.5251315604877,3,1
2308,69,49,2,8,430.2085230913778,5,0
2309,43,20,10,3,1770.3213168898858,3,0
2310,58,125,22,9,1962.1720602290177,4,1
2311,52,52,17,7,44.92931288000095,2,0
2312,69,91,3,9,1095.2013677463924,4,0
2313,42,107,7,1,686.6962463228505,5,0
2314,43,81,12,5,557.5942028974824,5,0
2315,28,22,8,12,674.7342497855212,3,0
2316,55,136,20,13,1279.5611240702701,1,0
2317,19,98,12,3,385.4784404084408,1,0
2318,24,146,3,4,1826.1571197576106,5,1
2319,35,99,17,4,934.8984772542542,5,0
2320,44,59,9,11,654.5257821329102,2,0
2321,51,101,10,12,1532.23500643746,5,1
2322,44,30,22,7,37.61159714620435,5,0
2323,34,91,6,10,866.5464671473835,2,0
2324,60,23,1,11,713.8306839974537,4,0
2325,61,74,22,8,679.7287704295202,4,0
2326,68,92,12,11,677.4573673707134,2,1
2327,41,91,5,10,67.38639860579846,2,0
2328,42,85,13,5,308.47222400263536,4,0
2329,24,29,15,13,288.06089282826673,4,0
2330,69,85,22,13,1977.2779571149465,4,1
2331,23,116,11,12,49.22068300177046,4,0
2332,41,36,8,10,338.3119444222365,3,0
2333,50,127,5,7,1948.4781447741002,2,0
2334,66,15,2,3,1258.3719046509586,1,0
2335,46,24,12,3,904.080905610429,3,0
2336,60,124,2,3,162.12806142750793,1,0
2337,39,127,16,12,1340.974017457589,1,0
2338,43,64,21,4,279.9169604241294,5,0
2339,45,26,3,6,1344.0163137075674,2,0
2340,67,103,10,5,1958.4571119141165,3,0
2341,38,126,19,8,1066.2854539408208,2,0
2342,66,92,8,14,432.0988857328083,4,0
2343,24,135,7,14,1252.4410830047984,2,0
2344,34,37,1,12,1028.2947271436094,1,0
2345,37,148,12,13,1068.6148259032389,4,0
2346,58,39,5,5,958.8233575093936,2,0
2347,66,32,16,11,1349.1124456158939,2,0
2348,37,57,4,12,1146.030998001969,1,0
2349,39,92,17,5,1974.055179521474,4,1
2350,45,42,24,14,1652.597524979426,1,0
2351,57,73,21,10,533.0732635334581,2,0
2352,66,77,2,2,1452.8842612004223,3,0
2353,24,106,12,12,432.52919702254536,3,0
2354,18,70,1,11,1565.7810841223754,5,1
2355,49,125,12,11,299.37749175479763,3,0
2356,30,82,12,5,949.73989792674,4,0
2357,47,60,12,12,1582.2593656206188,5,1
2358,40,81,19,7,563.8248411015979,4,0
2359,68,20,17,2,1675.052654637668,3,0
2360,36,38,20,14,1290.080664522774,3,0
2361,49,108,24,13,798.0570465688957,2,0
2362,47,27,24,6,849.7163350660123,4,0
2363,46,39,11,7,1852.3531101701114,1,0
2364,66,132,13,5,439.49304502469664,2,0
2365,62,96,8,9,1388.258417273547,4,1
2366,46,125,10,14,1416.0519404543631,5,1
2367,47,96,8,4,1845.2871379013552,4,1
2368,33,80,20,14,1427.7627161708945,5,1
2369,57,59,8,14,1171.012499026458,5,0
2370,36,128,9,13,1805.5324653375042,3,0
2371,35,77,7,10,1659.118399148554,1,0
2372,18,90,14,1,1434.9690273942813,4,1
2373,31,128,2,14,69.99387287238808,1,0
2374,68,125,11,8,750.173234389521,5,0
2375,64,49,8,8,1265.6198960426993,3,0
2376,67,67,13,7,1046.8897960917461,1,0
2377,19,40,21,8,642.0400613631986,2,0
2378,45,28,15,2,293.12571144200416,5,0
2379,66,132,3,3,1108.2281824643985,2,0
2380,67,59,23,9,575.4055638451149,1,0
2381,47,65,14,1,469.8359771689477,1,0
2382,55,133,15,8,800.9216629745924,1,0
2383,68,33,2,8,1572.055409262466,4,1
2384,21,96,19,7,978.2677372207928,5,0
2385,18,90,12,13,436.90195994484657,5,0
2386,25,106,20,14,238.22176884869654,5,0
2387,46,47,4,11,1000.4795912307259,4,0
2388,56,42,3,5,1589.760964852358,1,0
2389,20,137,5,4,1307.371957189611,1,0
2390,49,140,3,10,468.137015885783,2,0
2391,27,51,15,10,876.2296384505371,4,0
2392,27,113,19,13,1711.1845748714172,3,0
2393,36,112,2,10,359.4235361664136,4,0
2394,63,141,12,14,1066.5007385123797,2,0
2395,51,94,5,10,715.6818599778788,2,0
2396,50,52,22,6,252.73861088489116,2,0
2397,40,91,17,12,104.55832221724198,1,0
2398,45,140,14,11,1113.9634123683616,3,0
2399,49,101,22,1,46.394003112055955,2,1
2400,67,68,10,13,211.37500280240513,5,0
2401,24,30,3,5,698.3907409176737,1,0
2402,46,42,4,14,91.82276978474667,3,0
2403,25,60,6,4,803.8882267715103,5,0
2404,18,86,24,4,265.0782232328975,3,0
2405,20,99,22,7,702.9968159468071,3,0
2406,41,40,16,9,1583.3635757446862,5,1
2407,40,99,7,8,1254.5968672309327,4,1
2408,25,79,15,11,893.5751501860808,3,0
2409,64,148,21,13,188.20744917104503,4,0
2410,54,129,20,14,1240.2035703328925,3,0
2411,20,78,11,12,331.60075675555544,5,1
2412,68,101,22,8,157.7897560039217,3,0
2413,50,121,21,5,1329.6720548319176,2,0
2414,45,110,1,6,1824.55949615291,2,0
2415,64,91,5,2,923.883906357192,3,0
2416,25,101,13,13,86.78684166318749,5,0
2417,51,71,21,11,1761.1939462499893,5,1
2418,52,117,14,14,138.6126634165303,1,0
2419,49,105,9,3,1735.6889191896664,5,1
2420,41,59,17,5,786.6796495797474,4,0
2421,31,102,15,2,733.9621045530639,3,0
2422,49,129,21,3,1087.8807720156212,2,0
2423,63,61,7,4,1914.3842108012166,5,1
2424,60,149,22,6,1797.9873874465266,2,1
2425,33,64,22,5,943.3085261680105,1,0
2426,21,98,12,10,1393.167345892518,3,0
2427,69,105,23,4,1162.9563584251077,5,0
2428,54,148,6,13,1388.455850231019,2,0
2429,38,105,21,2,1659.5082828238835,5,1
2430,31,123,16,12,73.81518859284476,1,0
2431,48,71,5,11,654.8909085861555,2,0
2432,65,45,9,5,1918.861570926565,2,0
2433,35,35,14,5,1898.9259355072236,3,0
2434,24,104,8,11,27.38567550503771,3,0
2435,27,54,14,7,406.8730591951207,2,0
2436,24,126,12,1,1987.5712344770036,3,0
2437,50,59,10,4,988.1860264194743,2,0
2438,40,91,20,11,1147.867677913871,4,0
2439,38,101,20,5,337.0082701172928,5,0
2440,36,115,21,8,1789.1995394732664,4,1
2441,65,131,13,12,466.3722777999802,4,0
2442,36,106,19,12,383.3470218889754,5,0
2443,53,42,15,8,460.10419462405474,2,0
2444,46,39,8,1,1839.6452967688124,2,0
2445,35,72,23,5,1407.179180817814,3,0
2446,19,55,21,10,1538.3498070080987,1,0
2447,18,148,10,1,757.1875345775842,2,0
2448,64,89,3,1,1818.80814478647,5,1
2449,22,52,21,2,1579.8688649170826,1,0
2450,37,148,3,2,1502.4417382021059,5,1
2451,28,89,5,9,1942.0258659275387,5,1
2452,59,80,16,4,735.5626774327305,5,0
2453,19,17,17,3,1223.892425357783,1,0
2454,20,131,6,11,1820.3097494595463,4,1
2455,40,113,20,1,1582.823441655975,5,1
2456,29,33,20,12,1128.941021660102,3,0
2457,37,130,16,2,157.0463011364967,2,0
2458,22,139,24,6,1307.1832619135682,2,0
2459,54,102,2,9,1055.4783359513651,2,0
2460,55,49,20,5,372.4400206618297,1,0
2461,47,15,15,4,1765.094981068482,3,0
2462,26,140,18,13,689.7809468229929,3,0
2463,51,103,1,5,778.0223875670074,3,0
2464,61,39,19,9,1346.441089848839,3,0
2465,52,30,12,12,980.1534903722758,3,0
2466,69,87,8,13,183.11574717690303,4,0
2467,39,143,6,7,777.9460266236933,3,0
2468,61,56,12,8,193.45990528677507,3,0
2469,41,94,7,4,385.5470542311455,1,0
2470,34,118,18,11,19.313004509155405,1,0
2471,27,48,22,8,366.7195975619011,3,0
2472,47,103,14,6,664.24247122673,4,1
2473,63,139,8,5,1078.7457752959278,3,0
2474,40,59,24,13,1838.9580363095508,3,0
2475,49,148,20,12,1082.9521001479002,3,0
2476,34,35,22,7,1412.6790650218613,5,1
2477,67,136,14,6,718.5657971550195,4,0
2478,68,84,5,3,1504.5034331666984,2,0
2479,34,110,9,5,1242.8351483726974,3,0
2480,31,119,8,9,922.2890564833482,2,0
2481,26,62,2,7,391.5687458079954,4,0
2482,57,53,16,12,610.5641114546114,3,0
2483,19,45,13,4,1243.7874443146313,2,0
2484,62,24,7,7,854.9823671073231,2,0
2485,42,44,16,5,1779.3261807143585,4,1
2486,56,32,7,11,473.50634171349265,3,0
2487,26,102,14,13,150.77994124527825,5,0
2488,39,139,14,2,1180.7504101284414,4,0
2489,60,87,12,13,1772.6714261792015,5,1
2490,63,29,1,6,732.6543637323783,3,0
2491,21,18,1,7,1297.1841130619894,2,0
2492,43,23,12,8,466.66818124341154,4,0
2493,46,123,20,6,1119.1514837370132,4,0
2494,62,146,21,8,1574.6502412209932,4,1
2495,51,30,15,7,1734.7280395594844,1,0
2496,40,113,4,2,214.71266405553138,3,0
2497,54,135,7,14,715.9671600050247,1,0
2498,28,66,16,6,1281.0906616620612,4,1
2499,23,83,3,9,74.27212184683617,4,0
2500,35,19,7,12,1382.7773243008999,5,1
2501,38,34,24,6,1058.427596193635,1,1
2502,59,93,22,4,580.6897270439528,2,0
2503,53,125,6,7,1630.2356289351308,3,1
2504,58,16,16,3,583.6511710300715,2,0
2505,55,107,24,5,1982.8730171765878,2,0
2506,51,27,8,1,1633.658527281114,3,0
2507,34,18,23,10,1417.42110025926,4,1
2508,54,123,22,3,127.3883781354788,5,0
2509,42,88,6,8,1809.0991921146106,4,1
2510,55,109,10,9,1581.160334946414,4,1
2511,29,119,16,9,461.90503318714553,1,0
2512,40,22,11,10,787.5351217471435,2,0
2513,59,81,13,2,540.91994548019,2,0
2514,39,124,6,4,1968.9099881912277,2,0
2515,38,23,24,5,1709.1219073870911,5,1
2516,44,131,1,3,1860.7994788767296,5,1
2517,48,25,21,13,1578.6046015689826,5,1
2518,23,113,19,11,915.4147409351438,3,0
2519,44,56,12,1,414.84132838029666,5,0
2520,57,134,24,6,420.11991303491897,1,0
2521,51,26,6,14,307.6072824915206,1,0
2522,29,51,18,10,1095.565852855277,4,0
2523,62,88,13,2,1840.3332131129669,4,1
2524,24,87,7,9,1983.6371497413036,4,1
2525,27,66,23,1,578.1631010733458,4,0
2526,62,144,13,11,1396.1425078919751,1,0
2527,34,70,21,9,1196.2105411427037,4,0
2528,43,74,8,7,980.4275531682407,1,0
2529,38,37,21,11,1333.2084444050226,5,1
2530,45,117,17,13,745.8692228652376,5,0
2531,63,54,9,10,1889.2471263114319,3,0
2532,19,78,20,2,1412.3704910741424,4,1
2533,60,99,13,14,1509.6311785249272,5,1
2534,18,103,2,6,488.6320795371175,5,0
2535,68,45,4,8,341.32109697775076,2,0
2536,53,34,2,2,791.7098822231744,2,1
2537,68,144,4,5,1534.511608245627,1,0
2538,43,27,18,13,1877.8978399569507,3,0
2539,46,136,5,12,857.5230028181456,2,0
2540,38,117,19,11,1549.442801031846,3,0
2541,28,120,10,6,943.4632008362851,5,0
2542,57,133,18,3,593.9803578631503,1,0
2543,28,84,21,14,1479.833975698066,3,0
2544,53,113,10,12,1597.4132572927479,2,0
2545,66,96,5,2,409.6673841909571,5,0
2546,56,89,17,11,613.8131565804347,4,0
2547,57,132,22,6,992.0798027299562,5,0
2548,52,98,13,3,377.111050384919,2,0
2549,51,83,23,2,1858.024426013816,2,0
2550,64,73,17,1,1184.711155558693,4,0
2551,41,140,9,14,246.80053835652689,5,0
2552,39,125,24,8,372.13958004151186,3,0
2553,22,76,12,1,1908.9389139230648,3,0
2554,50,142,14,12,1477.6463284647534,5,1
2555,53,119,14,5,1470.1381435874473,3,0
2556,64,82,8,11,149.6346950400838,5,0
2557,37,29,23,6,1791.1211812293493,5,1
2558,36,49,5,11,890.2520483044161,2,0
2559,52,28,19,12,1321.1360586666528,1,0
2560,69,116,14,12,1919.5799921324578,2,0
2561,60,114,9,3,204.52469881133104,3,0
2562,34,21,7,14,967.1415366757245,1,0
2563,62,44,8,7,103.9774096405539,5,0
2564,60,63,14,2,1001.5931195308123,3,0
2565,51,125,22,7,508.25752392270425,4,0
2566,26,86,14,2,1822.575730901372,3,0
2567,43,94,11,5,799.9925260748083,1,0
2568,19,97,14,7,1269.575529873898,1,0
2569,26,56,21,11,1721.2730933050252,5,1
2570,26,31,8,11,1967.4652575422672,4,1
2571,57,21,3,14,1010.1196438054492,5,0
2572,34,24,23,3,914.2366172086045,4,0
2573,18,48,18,14,156.10059236643514,4,0
2574,42,50,3,11,30.414191957744,5,0
2575,60,20,13,4,1219.5601745344998,3,0
2576,57,148,12,1,135.60138253455378,2,1
2577,59,43,15,3,763.8559793917541,4,0
2578,42,140,18,9,12.194840032390687,1,0
2579,56,95,5,10,1232.3788604365132,5,1
2580,52,89,7,5,853.7032450787899,3,0
2581,20,40,11,8,258.4064357236442,4,0
2582,67,141,11,2,596.2533756474401,3,0
2583,54,129,15,3,1141.4730944489893,5,0
2584,61,140,10,7,1315.1431691799041,1,0
2585,61,42,15,14,927.3600799285764,4,0
2586,68,145,13,10,1608.898436601437,4,1
2587,47,89,14,4,229.31862134745646,3,0
2588,55,92,17,9,173.66871661175352,5,0
2589,51,104,13,14,93.26731669052758,2,0
2590,29,35,10,7,1073.9765397016372,4,0
2591,36,68,1,14,1413.9322499477435,1,0
2592,54,117,1,11,265.39019184794677,4,0
2593,61,73,15,12,1279.696515601508,4,1
2594,66,86,16,1,956.5107935481218,2,0
2595,34,34,12,4,1974.7522778014747,2,0
2596,27,126,24,10,1436.3598504864908,5,1
2597,66,73,6,11,1316.6593037072937,4,1
2598,64,85,6,6,1143.0472210703274,4,0
2599,29,123,12,6,1994.745532191659,3,0
2600,33,143,15,10,1961.016045854882,3,0
2601,41,70,4,6,1078.5396753615705,1,0
2602,36,49,24,5,913.090777931852,1,0
2603,25,137,4,3,926.919270789996,3,0
2604,48,145,2,2,859.5430686951145,1,0
2605,38,118,24,3,1065.1396224576627,4,0
2606,34,21,12,9,550.8006142896696,2,0
2607,40,41,7,3,1853.9436223132811,4,1
2608,54,15,20,3,983.0090125165608,3,0
2609,33,101,9,1,1684.8055846180253,5,1
2610,23,55,9,2,953.2308309619019,5,0
2611,25,137,8,11,1437.9890964509345,3,0
2612,42,89,14,12,677.0795191307772,4,0
2613,35,56,1,3,1251.4896811778547,1,0
2614,42,131,23,2,999.2510336745842,1,0
2615,29,77,21,8,737.3929417845517,5,0
2616,32,141,23,6,1763.704740830662,3,0
2617,43,147,12,7,229.8598070840734,3,0
2618,58,62,2,1,976.4116808966251,2,1
2619,62,17,13,6,392.76630116594276,5,0
2620,43,130,4,2,1722.804906979095,3,0
2621,64,113,20,13,510.67134270774847,2,0
2622,49,130,18,6,1268.693528523084,1,0
2623,27,28,19,3,335.29921259528135,5,0
2624,33,126,16,7,812.8027705943191,5,0
2625,24,75,14,3,1799.2176053204817,3,0
2626,34,109,8,9,336.2985665818712,3,0
2627,40,31,12,3,1328.0756715699376,4,1
2628,43,138,9,7,412.9981892591298,1,0
2629,38,38,6,12,834.4193598016709,1,0
2630,39,130,18,4,1083.5306843273256,2,0
2631,24,96,2,8,1156.726304288547,2,0
2632,31,64,23,14,1207.0101184185448,4,1
2633,32,93,8,2,1282.0621737048898,1,1
2634,24,93,24,8,547.1785518592261,2,0
2635,26,84,14,9,805.7281340057324,1,0
2636,68,41,6,13,79.4507338322535,1,0
2637,65,29,10,8,1538.6701681800932,2,0
2638,25,64,8,6,1675.0135060688601,3,1
2639,67,50,17,10,402.47734315366336,3,0
2640,40,22,12,1,406.8807094362153,2,0
2641,46,93,17,7,88.86262236988931,4,0
2642,35,145,13,1,1940.9157264710125,5,1
2643,48,61,19,7,1615.337203393872,1,0
2644,47,119,12,14,724.602889797534,5,0
2645,69,112,16,2,966.4070015823014,2,0
2646,56,110,5,8,587.4740864984828,1,0
2647,52,130,16,2,1196.5017168025583,5,0
2648,35,27,6,3,1436.030282605349,3,0
2649,59,15,11,13,897.5001135937848,4,0
2650,56,48,17,12,1747.8204156167888,5,1
2651,34,93,23,3,1036.4665951265258,4,0
2652,31,92,14,1,292.7852718102325,3,0
2653,48,135,6,5,1246.471294796095,5,1
2654,41,107,23,5,927.150776986066,2,0
2655,52,112,11,10,1871.665366848043,1,0
2656,61,96,12,5,786.8283722671474,3,0
2657,62,52,13,14,808.7171496044575,4,0
2658,51,28,4,13,1303.2929126143124,4,1
2659,20,105,7,9,1056.337505561224,3,0
2660,54,68,2,6,752.0275056891775,2,0
2661,60,144,6,6,1979.5999592817786,2,0
2662,57,115,6,3,607.8600924488366,4,0
2663,43,103,18,5,558.669940010132,3,0
2664,40,70,20,10,1729.5331189015963,3,0
2665,61,108,8,7,11.729022383358238,1,0
2666,56,107,8,3,406.50005600529073,4,0
2667,32,98,8,2,1182.9411430826424,2,0
2668,66,99,8,5,329.0888030501064,5,1
2669,21,36,1,3,1971.6788258335584,2,0
2670,46,49,2,5,931.0702667311539,2,0
2671,39,30,12,9,1196.741329546299,5,0
2672,42,64,15,11,324.9450628848603,4,1
2673,30,136,4,10,582.3093112394961,1,0
2674,35,142,3,1,1231.176441445434,2,0
2675,50,127,14,4,1101.3589797063632,2,0
2676,33,31,22,10,1569.8060711551263,4,1
2677,62,94,23,5,542.1201912557608,4,0
2678,59,144,8,2,1308.8165826795353,3,0
2679,61,146,13,12,585.4961339689866,4,0
2680,19,99,23,2,1175.57147639351,4,0
2681,52,108,19,1,1212.036780531991,2,0
2682,59,148,22,14,248.0690271522051,1,0
2683,51,95,5,8,1099.5230558191008,2,0
2684,47,83,13,2,28.81690840859408,4,0
2685,30,83,20,3,1004.9154489925096,3,0
2686,30,30,1,12,1396.5561677731096,1,0
2687,35,65,16,2,150.30129433502748,3,0
2688,49,119,23,4,1877.7280787519692,5,1
2689,49,80,24,14,920.2172863189613,3,0
2690,52,23,2,1,1877.1404698700035,3,0
2691,56,121,7,3,219.25985526380936,4,0
2692,63,114,6,5,1900.0556758669718,4,1
2693,69,100,5,10,222.8482133535667,4,0
2694,46,78,4,1,925.6841179104154,4,0
2695,66,36,2,4,1876.294173120097,4,1
2696,46,124,10,6,469.2528597757987,3,0
2697,61,111,22,4,74.39603681317443,5,0
2698,33,32,5,7,1587.2557966813006,4,1
2699,61,85,18,14,1193.7878571496747,5,0
2700,64,141,10,7,1030.2727798383742,5,0
2701,27,111,23,6,73.51505178467066,2,0
2702,47,15,22,9,1308.196381269656,2,0
2703,42,146,15,2,347.3885870097068,1,0
2704,56,18,9,13,1862.7373770083673,2,0
2705,37,139,11,10,1373.0252673959858,4,1
2706,22,96,21,8,1415.5326066275038,5,1
2707,18,41,17,8,468.9976438595045,1,0
2708,47,73,21,11,1762.103906923153,2,0
2709,66,46,9,10,1077.776478712486,3,0
2710,20,42,23,14,1714.8829347393898,1,0
2711,62,120,16,14,545.5402122903906,4,0
2712,31,119,6,11,1512.1461176310008,5,1
2713,47,84,22,4,1151.2609728017947,4,0
2714,67,76,11,6,101.59651509211034,4,0
2715,21,48,23,11,813.6579359277074,3,0
2716,35,101,17,6,371.9013779213124,3,0
2717,54,128,4,5,721.5513078181184,5,0
2718,42,120,15,14,769.7865103591188,2,0
2719,65,70,1,1,952.4820642916276,4,0
2720,18,127,22,3,1202.5794332432838,2,0
2721,63,27,20,7,1144.1004167339074,5,0
2722,32,32,1,8,82.78785238646516,4,0
2723,26,127,9,2,1502.624990885,2,0
2724,32,53,12,3,1898.6218495231726,4,1
2725,66,93,4,4,700.6191715250085,3,0
2726,41,44,22,14,363.5950681698258,3,0
2727,21,112,13,11,1082.3031184151937,1,0
2728,29,72,7,5,1411.3012918470674,5,1
2729,54,81,8,3,1359.4152645826882,2,0
2730,54,85,13,5,1226.1586071142121,4,1
2731,60,120,11,8,296.73334299577607,1,0
2732,23,21,9,8,1674.4656643339817,5,1
2733,56,54,24,14,854.1150170255365,5,0
2734,63,84,16,2,446.82982314858066,5,1
2735,41,82,10,6,177.1009514208775,2,0
2736,28,63,11,4,836.3546343712328,3,0
2737,30,66,12,9,1237.8562284603781,1,0
2738,51,128,14,10,1332.4285297572578,2,0
2739,42,121,19,2,1925.660138237527,4,1
2740,24,43,12,8,310.5304269091961,2,0
2741,69,92,18,1,1971.6184620691163,4,1
2742,21,23,21,11,1311.0783817415947,4,1
2743,25,90,17,6,911.1869701258669,5,0
2744,37,56,3,11,1776.947480567078,2,0
2745,46,142,1,11,1390.4870851970186,3,0
2746,68,34,19,14,700.6908436397454,4,0
2747,62,86,4,12,1768.750964670041,5,1
2748,63,79,23,10,1334.897836354972,3,0
2749,27,127,16,13,1399.180524809468,2,0
2750,60,38,12,1,1793.297826731622,3,0
2751,51,142,21,2,899.5903348982652,2,0
2752,43,97,21,3,1315.5236913897143,4,1
2753,58,77,13,9,1490.654598167372,1,0
2754,66,74,17,5,910.6104159709091,1,0
2755,20,113,8,10,171.4869708968979,4,0
2756,23,76,13,10,1544.0223393432498,3,0
2757,22,44,20,12,100.39362372300684,2,0
2758,22,36,5,2,1437.2392314368628,1,0
2759,64,140,18,10,1822.1960410064833,2,0
2760,40,56,15,5,697.2031517481869,4,0
2761,66,112,12,5,208.61326134996452,3,0
2762,26,45,17,1,469.563659632728,2,0
2763,52,126,15,3,1126.751720430158,3,0
2764,37,136,2,5,1885.6061874966422,1,0
2765,66,31,6,9,1027.004046122803,2,0
2766,59,52,17,10,229.91088995240904,5,0
2767,52,124,16,1,1257.4274315640941,1,0
2768,67,36,17,8,1467.025648891943,3,0
2769,35,70,20,1,789.600921635618,4,0
2770,34,133,9,9,1444.420558369102,5,1
2771,41,71,5,6,653.0215162026835,2,0
2772,20,49,23,1,1579.2348524348447,1,0
2773,49,128,1,8,685.4389583422876,2,0
2774,52,139,6,5,515.9336477432487,2,0
2775,55,143,24,7,1758.9669047536922,5,1
2776,30,66,14,7,1099.2044752449156,5,0
2777,64,99,17,7,573.886796039661,5,0
2778,42,79,19,6,1870.4983448458993,5,1
2779,26,143,1,11,1383.2480950547683,4,1
2780,21,35,1,8,445.2972973128566,3,0
2781,31,30,13,9,1231.2114974125973,5,1
2782,54,137,14,12,1741.365868421604,1,0
2783,51,75,6,2,1393.8255193674147,2,0
2784,28,68,6,7,493.29450576646025,5,0
2785,58,40,1,2,1299.4524157455571,1,0
2786,20,94,14,6,1240.2229485768007,4,1
2787,45,79,3,2,1642.5831088394839,1,0
2788,46,114,23,10,360.3745310084161,1,0
2789,26,88,10,6,1400.771160667713,4,1
2790,20,31,19,2,59.60453080673554,4,0
2791,42,135,19,1,1393.8697247683563,2,0
2792,51,37,19,7,1921.0724213574213,5,1
2793,29,149,23,3,352.90459116798684,1,0
2794,59,85,4,14,626.0430467739227,3,0
2795,26,122,20,12,1167.8287861969598,3,0
2796,32,93,19,14,1466.128116485225,2,0
2797,57,60,10,13,692.020923857046,3,0
2798,42,92,2,4,1330.1966593945745,2,0
2799,22,30,4,13,1799.0611911099843,5,1
2800,28,85,24,6,1454.4847805124025,2,0
2801,51,110,6,5,1423.490321616477,4,1
2802,41,16,7,4,767.0314635411488,4,0
2803,32,24,16,9,1823.3014711322107,4,1
2804,55,139,7,6,558.2592692123501,4,0
2805,25,95,18,6,414.5343114563029,4,0
2806,22,84,20,2,731.6267477843752,4,0
2807,65,46,22,6,1302.0616603732956,4,1
2808,43,119,19,7,1724.047582458041,4,1
2809,35,98,9,8,268.49717078289757,4,0
2810,23,143,20,14,1628.5353436340251,5,1
2811,54,72,10,8,1626.5826723646453,4,1
2812,65,148,13,9,1175.9041163972217,2,0
2813,30,59,18,10,1522.4926394581612,5,1
2814,45,111,16,11,367.85199281241677,3,0
2815,22,37,22,13,343.32407163732324,1,0
2816,30,37,17,12,1726.2860680868105,5,1
2817,34,149,22,3,998.806132282961,4,0
2818,67,93,13,10,495.6447424344339,5,0
2819,57,58,12,7,1379.0170634246158,1,0
2820,62,41,10,7,1784.290958033771,1,0
2821,49,40,1,1,1266.4836786587784,4,1
